"","FLD0194_30_05_2006_2b","FLD0195_13_06_2006_1c","FLD0196_13_06_2006_2c","FLD0197_27_06_2006_1","FLD0198_27_06_2006_2","FLD0199_12_07_2006_1b","FLD0200_12_07_2006_2b","FLD0202_02_08_2006_1b","FLD0203_02_08_2006_2b","FLD0212_15_08_2006_1a","FLD0205_15_08_2006_2a","FLD0206_22_08_2006_1","FLD0207_22_08_2006_2","FLD0208_05_09_2006_1","FLD0209_05_09_2006_2","FLD0210_12_09_2006_1a","FLD0211_12_09_2006_2b","FLD0213_26_09_2006_2a","FLD0214_10_10_2006_1","FLD0215_16_10_2006_1b","FLD0216_16_10_2006_2b","FLD0219_06_07_2007_1","FLD0220_06_07_2007_2","FLD0221_02_08_2007_1","FLD0222_02_08_2007_2","FLD0223_22_08_2007_1","FLD0224_22_08_2007_2","FLD0225_05_09_2007_1","FLD0226_05_09_2007_2","FLD0227_19_09_2007_1","FLD0228_19_09_2007_2","FLD0229_26_09_2007_1","FLD0230_26_09_2007_2","FLD0231_10_10_2007_1","FLD0232_22_05_2008_1","FLD0233_01_06_2008_1","FLD0234_01_06_2008","FLD0236_25_06_2008_a","FLD0237_25_06_2008_b","FLD0238_02_07_2008","FLD0239_15_07_2008_1","FLD0240_15_07_2008_2","FLD0241_04_08_2008_4b","FLD0242_04_08_2008_2b","FLD0243_18_08_2008_4d","FLD0244_24_08_2008_2","FLD0245_29_08_2008_1","FLD0246_29_08_2008_2","FLD0248_03_09_2008_2b","FLD0249_17_09_2008_1d","FLD0250_17_09_2008_3b","FLD0251_07_10_2008_5b","FLD0252_07_10_2008_6b","FLD0253_27_10_2008_1","FLD0254_27_10_2008_2","FLD0255_20_05_2009_1","FLD0256_20_05_2009_2","FLD0257_17_06_2009_1","FLD0258_17_06_2009_2","FLD0259_08_07_2009_1","FLD0260_08_07_2009_2","FLD0261_12_07_2009_1b","FLD0262_12_07_2009_2b","FLD0263_25_07_2009_b","FLD0264_25_07_2009_p2","FLD0265_29_07_2009_1","FLD0266_08_08_2009_p2","FLD0267_22_08_2009_1","FLD0268_22_08_2009_p1","FLD0269_02_09_2009_1","FLD0270_02_09_2009_2","FLD0271_16_09_2009_1","FLD0272_16_09_2009_2","FLD0273_23_09_2009_1","FLD0274_23_09_2009_2","FLD0275_15_10_2009_1","FLD0276_15_10_2009_p2","FLD0277_05_05_2010_1","FLD0278_05_05_2010_2","FLD0279_16_06_2010_1","FLD0280_16_06_2010_2","FLD0281_05_07_2010_1","FLD0282_12_07_2010_1","FLD0283_12_07_2010_2","FLD0284_26_07_2010_1","FLD0285_10_08_2010_1","FLD0286_10_08_2010_2","FLD0289_22_08_2010_1","FLD0290_16_09_2010_1","FLD0291_16_09_2010_2","FLD0292_19_10_2010_1","FLD0293_19_10_2010_2","FLD0294_15_05_2011_1","FLD0295_15_05_2011_2","FLD0297_21_06_2011_1","FLD0298_21_06_2011_2","FLD0299_05_07_2011_1","FLD0300_05_07_2011_2","FLD0301_19_07_2011_1","FLD0302_19_07_2011_2","FLD0303_09_08_2011_1","FLD0304_09_08_2011_2","FLD0305_23_08_2011_1","FLD0306_23_08_2011_2","FLD0307_12_09_2011_1","FLD0308_12_09_2011_2","FLD0309_12_10_2011_1","FLD0310_12_10_2011_2","FLD0311_24_04_2012_1","FLD0312_07_06_2012_1","FLD0313_07_06_2012_2","FLD0314_20_07_2012_1","FLD0315_20_07_2012_2","FLD0316_14_08_2012_1","FLD0317_14_08_2012_2","FLD0318_17_09_2012_1","FLD0319_17_09_2012_2","FLD0320_17_10_2012_1","FLD0321_17_10_2012_2","FLD0323_05_06_2013_1","FLD0324_05_06_2013_2","FLD0325_03_07_2013_1","FLD0326_03_07_2013_2","FLD0327_16_08_2013_1","FLD0328_16_08_2013_2","FLD0329_27_08_2013_1","FLD0330_17_09_2013_1","FLD0331_17_09_2013_2","FLD0332_23_10_2013_1","FLD0333_23_10_2013_2","FLD0334_19_03_2015_p1","FLD0335_19_03_2015_p2","FLD0338_30_06_2015_p1","FLD0339_30_06_2015_L2","FLD0340_16_07_2015_p1","FLD0341_16_07_2015_L1","FLD0342_28_07_2015_1","FLD0344_30_07_2015_1","FLD0347_04_08_2015_1","FLD0351_10_08_2015_1","FLD0353_12_08_2015_1","FLD0355_13_08_2015_1","FLD0356_13_08_2015_2","FLD0357_03_09_2015_2","FLD0358_16_09_2015_1","FLD0359_16_09_2015_2","FLD0360_21_10_2015_1","FLD0361_21_10_2015_2","FLD0362_19_07_2016","FLD0363_20_07_2016","FLD0364_25_07_2016","FLD0365_27_07_2016","FLD0366_01_08_2016","FLD0367_09_08_2016","FLD0368_18_08_2016","FLD0369_23_08_2016","FLD0370_03_09_2016","FLD0371_15_09_2016","FLD0372_22_09_2016","FLD0373_25_10_2016"
"ASV_626",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,0,0,15,0,0,34,0,0,0,0,0,0,0,0,15,0,24,31,24,22,18,0,9,0,14,15,4,0,0,0,0,0,0,0,0,0,16,0,0,24,22,48,12,15,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_408",0,0,0,0,0,0,15,0,5,0,0,0,0,0,0,8,0,0,0,5,0,11,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,18,25,93,103,0,20,9,16,9,7,18,26,16,0,0,0,6,0,0,41,17,59,48,81,72,18,15,53,19,0,0,0,0,0,0,0,0,0,0,0,0,12,14,10,10,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,0,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,0,0,14,0,0,0,0,0,0,0,9,0,0,0,0,0,7,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_259",0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,12,16,13,0,0,0,0,0,4,0,0,0,0,4,0,51,13,39,106,133,0,38,27,32,0,0,27,13,10,0,4,10,0,23,0,30,18,107,52,109,88,25,0,69,0,6,0,0,10,0,0,0,0,5,0,0,0,0,18,23,35,18,39,0,0,20,21,0,0,26,4,0,0,0,20,24,116,60,84,106,66,96,41,83,16,46,0,55,40,28,11,26,11,16,11,0,0,9,18,64,131,30,16,0,25,0,9,6,0,0,19,0,7,6,17,0,17,16,29,49,30,10,38,7,6,0,7,0,8,8,0,0,0,0,8,0,0,0
"ASV_575",0,0,0,0,0,0,0,0,2,0,0,0,11,5,2,7,5,3,2,3,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,3,3,0,5,25,7,5,8,156,38,35,26,34,12,3,0,0,0,0,0,10,6,7,13,0,0,4,4,0,0,0,4,3,0,3,5,4,0,0,0,0,0,6,0,19,6,6,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_809",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,12,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,15,12,14,19,20,15,9,8,14,0,0,0
"ASV_159",84,314,314,75,61,239,344,262,313,20,0,85,112,92,59,53,75,32,0,52,77,53,41,20,42,0,4,0,0,0,5,0,0,7,0,21,0,0,30,55,75,69,0,14,0,14,43,48,0,5,0,0,0,0,0,87,27,117,85,257,274,408,394,46,59,20,85,47,19,6,15,0,9,0,0,0,0,13,0,38,24,16,5,0,11,6,0,0,0,0,10,11,0,0,0,0,0,0,14,18,0,0,0,0,0,3,0,0,38,234,228,14,6,4,7,0,0,0,0,12,18,0,9,0,0,0,0,0,0,20,0,0,26,24,77,52,65,43,64,0,46,55,55,0,0,4,7,0,98,97,38,60,57,0,0,9,65,0,0,100
"ASV_279",0,158,94,0,0,74,136,81,101,0,11,59,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,27,23,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,62,52,134,128,146,157,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,39,50,46,67,43,0,50,0,33,3,0,0,0,0,60,0,33,0,0,34,26,0,0,10,0,54
"ASV_403",0,0,9,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,13,0,24,32,14,0,0,7,0,0,0,0,0,0,0,0,7,0,48,23,76,44,163,153,162,167,37,0,6,39,7,8,0,0,0,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_940",0,8,10,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,17,0,4,0,0,0,0,0,0,0,0,30,13,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_64",7,33,30,10,17,27,58,182,454,662,137,2185,1863,663,720,499,864,1111,48,840,797,38,35,1100,1349,1146,1215,167,148,710,996,388,279,753,11,94,193,101,104,79,209,304,16,484,317,641,1600,1320,766,363,272,117,201,88,30,204,41,41,27,242,223,333,304,57,66,370,150,24,20,5,21,0,0,0,8,7,20,0,0,13,16,11,116,9,2182,977,285,219,143,155,19,24,19,4,0,0,0,0,26,10,73,119,185,298,167,217,38,94,25,0,9,15,8,40,21,26,21,11,13,6,0,0,0,70,46,52,38,101,55,47,0,9,0,0,0,6,9,5,19,14,35,57,30,0,4,10,0,0,6,8,7,9,11,0,8,0,8,0,0,0
"ASV_515",0,0,0,0,0,0,0,0,16,0,12,0,45,24,20,0,23,0,0,0,33,0,0,0,0,0,0,0,0,18,0,0,0,21,0,0,0,0,0,0,9,0,0,48,47,46,0,28,72,0,0,34,0,0,7,0,0,0,0,0,0,28,36,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_145",0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,94,25,25,0,0,20,0,0,0,0,0,0,0,0,0,25,0,0,65,111,53,55,100,10,49,29,69,129,96,7,0,14,15,0,48,17,2587,968,311,53,80,84,22,10,0,0,0,0,0,0,0,0,20,10,27,43,0,21,5,22,0,0,8,11,0,96,47,53,43,0,3,0,0,0,0,17,0,10,6,7,0,0,0,0,0,0,0,0,10,25,64,91,265,409,287,707,395,273,204,53,18,13,11,12,18,5,16,5,10,4,0,0
"ASV_147",0,120,115,0,0,50,93,0,29,0,0,0,17,11,0,16,0,0,0,0,0,63,63,0,0,0,0,0,0,0,0,0,0,0,49,215,302,166,226,233,373,391,0,0,0,52,0,0,49,0,0,0,0,0,0,60,0,114,84,176,146,197,229,47,0,116,37,0,0,0,0,0,0,0,0,0,0,0,0,35,41,32,11,0,0,33,17,49,12,11,321,250,0,0,18,98,103,145,147,84,0,18,21,37,0,26,27,100,69,68,93,0,0,0,0,0,0,0,0,0,0,0,0,79,107,0,0,0,58,43,0,0,80,77,98,134,104,85,86,75,97,127,85,11,12,0,18,0,0,0,0,0,0,0,0,0,0,0,0,58
"ASV_77",76,88,66,45,55,0,0,39,39,8,0,26,0,0,0,0,22,14,0,17,0,40,44,65,52,18,18,0,0,0,0,0,0,0,247,804,1311,608,587,933,1244,1397,24,323,156,417,0,8,263,188,123,14,87,120,56,501,185,573,302,1384,892,1525,1506,229,96,559,318,115,51,16,56,13,15,10,0,18,19,45,42,44,0,0,15,0,26,0,0,0,0,0,0,0,54,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349,1877,1665,112,71,67,53,0,0,0,0,948,440,266,318,174,52,98,90,77,0,33,0,0,0,0,0,0,52,48,36,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_101",0,14,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,30,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,26,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,40,77,107,105,150,18,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,35,24,0,14,17,26,0,0,52,19,27,122,126,0,0,0,0,23,0,57,15,16,17,10,0,0,13,0,23,601,2139,2696,112,77,60,37,37,37,53,0,59,44,32,29,43,16,0,0,0,79,85,59,27,138,110,382,299,504,402,439,198,336,418,301,29,23,30,0,15,163,128,81,53,75,47,33,22,91,33,16,240
"ASV_447",2,69,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0,0,0,0,0,0,0,0,0,0,0,26,46,51,4,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,10,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_819",0,3,0,0,0,0,7,0,0,0,8,25,0,0,0,0,21,7,0,0,0,2,0,20,53,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,20,0,5,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_250",0,0,0,0,4,2,0,13,15,0,0,64,46,41,29,31,18,0,0,25,12,0,0,97,513,5,22,7,10,3,3,7,10,0,0,0,4,0,2,0,24,26,3,13,10,7,39,37,319,75,131,302,323,3,0,5,0,8,5,5,7,11,7,4,0,16,7,13,28,2,9,0,5,0,0,4,0,0,0,0,0,0,0,4,2,15,22,12,4,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,17,0,0,0,18,27,27,18,17,742,99,56,9,17,0,0
"ASV_1146",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,2,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,4,7,0,0,0,0,2,0,3,0,0,0,0,3,0,0,0,0,0,0,12
"ASV_179",26,21,0,0,0,5,0,0,6,0,0,0,0,0,0,0,5,0,0,18,23,13,0,16,20,0,0,0,0,0,0,0,0,0,35,117,79,23,8,0,19,10,0,0,0,5,0,0,0,0,0,0,0,0,0,946,85,56,22,38,24,45,95,0,0,4,0,3,0,0,0,0,0,0,0,0,0,60,72,34,15,0,0,7,9,0,0,0,0,0,0,0,22,9,0,6,3,0,0,0,0,0,0,0,0,0,0,0,197,99,20,4,0,0,0,3,0,0,0,416,142,24,40,6,3,6,0,0,5,0,824,401,830,668,34,50,43,15,16,10,59,6,22,0,0,0,0,0,13,6,8,0,0,0,0,0,0,0,0,70
"ASV_201",0,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,31,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,4,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,77,0,14,0,0,0,0,0,0,3,2762,1221,48,11,24,35,34,12,27,0,48,22,19,0,0,0,0,0,23,11,10,4,5,0,0,0,2,0,0,25
"ASV_252",15,4,10,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,20,49,19,0,11,8,10,0,0,0,0,0,0,0,6,0,0,0,5,0,28,0,19,0,20,7,42,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,0,0,0,0,2,0,0,0,0,13,0,18,0,0,12,17,7,0,0,0,0,0,6,0,0,0,12,186,11,30,0,0,0,0,0,0,0,0,50,32,14,12,0,10,0,0,0,8,4,657,356,7,0,9,0,15,0,8,0,9,13,0,0,0,0,7,17,21,14,7,12,0,0,0,2,4,0,0,916
"ASV_137",0,0,0,9,0,0,14,5,0,29,0,5,0,0,12,0,0,47,41,584,801,8,42,11,13,0,0,0,0,0,0,0,0,0,0,7,0,0,11,0,0,0,0,0,0,0,6,0,0,0,0,3,0,87,159,44,0,0,9,0,0,30,17,0,0,3,4,0,0,0,0,0,0,0,0,4,7,0,0,12,15,0,0,0,0,0,0,0,0,0,768,632,27,41,100,194,106,48,26,12,6,13,12,7,16,14,8,13,16,2,18,8,12,11,5,27,34,66,21,87,43,15,17,0,0,0,0,7,80,67,0,0,3,0,0,4,0,0,0,7,0,9,5,0,0,0,34,21,22,0,7,31,6,5,0,0,0,0,0,1801
"ASV_240",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,74,111,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,77,5,7,12,8,7,44,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,8,11,0,0,0,0,3,0,0,0,8,3,4,0,0,0,0,0,0,0,0,1505,867,18,0,12,4,0,0,4,3,7,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_732",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,16,13,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,4,0,0,0,0,0,13,9,10,15,0,0,0,0,0,0,85,0,35,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,3
"ASV_190",0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,13,23,5,0,5,6,31,12,58,153,2,7,0,0,0,7,0,0,0,0,0,0,3,0,593,67,67,7,40,27,60,3,0,58,33,48,0,0,0,0,5,2,2,0,5,19,23,8,0,0,34,375,113,44,2,22,0,5,7,18,13,5,0,0,9,0,11,31,15,181,32,13,0,11,0,0,0,0,0,0,0,0,0,0,0,28,26,288,221,20,111,7,16,0,0,0,37,6,354,100,82,75,15,8,2,0,0,0,1180,268,67,45,212,34,21,0,0,5,0,0,0,2,0,0,0,25,9,9,0,11,7,22,12,29,22,12,28,12,25,56,23,10,29,0,0
"ASV_852",0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,6,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,10,0,0,0,0,0,0,5,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,7,3,4,3,4,0,19,0,4,8,0,5,0,13,0,0,0,0,0,0,0,0
"ASV_674",0,8,6,0,0,2,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,8,0,7,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,0,16,0,0,0,0,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194
"ASV_593",0,0,0,0,0,0,0,46,25,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,6,2,12,13,0,0,0,0,3,0,0,0,0,0,0,0,0,32,88,50,74,2,0,14,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,13,22,10,0,6,0,0,0,0,0,0,0,0,33,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"ASV_111",293,3316,3476,565,573,881,966,39,65,0,0,0,0,0,0,0,0,0,0,0,0,53,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,244,120,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,272,133,175,217,82,87,86,85,0,0,0,14,0,0,0,0,0,0,0,0,29,12,0,0,382,527,80,0,0,0,0,0,0,0,0,0,0,0,3,0,31,52,43,86,82,0,0,0,0,0,0,0,0,0,316,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_16",180,2594,2484,281,376,510,583,0,0,0,0,6,6,0,0,0,0,0,0,154,253,0,36,0,0,0,0,0,5,0,0,30,50,49,588,1275,1904,706,3508,719,139,189,0,13,7,15,11,0,3,0,0,0,0,16,19,178,52,137,237,183,206,180,221,39,26,22,0,0,0,0,0,0,0,0,0,0,0,0,22,25747,35677,3687,456,208,157,12,12,6,18,27,23,12,4,0,32,128,418,350,326,419,0,17,0,0,0,0,0,18,512,7784,10632,134,152,6,5,7,7,44,22,3299,3180,608,821,5,7,0,5,11,26,36,33,41,229,218,1435,1089,262,155,103,21,62,41,29,0,0,0,17,9,9,6,11,11,7,6,0,0,10,0,0,2
"ASV_74",248,2472,2730,342,370,489,580,0,18,38,0,0,0,0,0,29,24,33,643,6449,8524,0,24,0,0,0,0,0,0,0,0,0,0,0,0,20,19,16,70,31,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,919,265,31,17,0,0,0,0,0,0,0,0,0,0,31,120,232,281,604,973,25,19,0,0,0,0,16,16,57,692,958,0,0,0,0,0,0,0,0,147,116,24,29,0,0,0,0,0,0,0,0,0,28,15,89,79,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_229",36,580,632,60,91,104,122,0,0,0,0,0,0,0,0,0,0,0,68,821,974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,287,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,33,0,0,0,0,0,0,0,0,0,0,22,45,0,0,0,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_128",18,1107,1257,190,204,1152,1144,35,38,0,7,0,0,0,0,0,4,0,0,30,27,19,61,0,3,0,0,0,0,0,0,45,56,32,31,12,22,27,295,105,26,27,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,52,110,17,60,22,28,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,859,1154,120,22,13,0,0,0,0,0,0,0,0,0,0,0,0,17,31,28,51,0,0,0,0,0,0,0,0,77,637,1690,0,21,0,0,0,0,0,0,14,58,11,7,0,0,0,0,0,0,0,0,0,0,0,18,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_810",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,11,9,0,3,0,0,0,5,6,0,0,0,4,0,24,14,5,0,0,0,8,0,0,4,0,14,6,0,0,3,0,2,0,7
