"","FLD0194_30_05_2006_2b","FLD0195_13_06_2006_1c","FLD0196_13_06_2006_2c","FLD0197_27_06_2006_1","FLD0198_27_06_2006_2","FLD0199_12_07_2006_1b","FLD0200_12_07_2006_2b","FLD0202_02_08_2006_1b","FLD0203_02_08_2006_2b","FLD0205_15_08_2006_2a","FLD0206_22_08_2006_1","FLD0207_22_08_2006_2","FLD0208_05_09_2006_1","FLD0209_05_09_2006_2","FLD0210_12_09_2006_1a","FLD0211_12_09_2006_2b","FLD0212_15_08_2006_1a","FLD0213_26_09_2006_2a","FLD0214_10_10_2006_1","FLD0215_16_10_2006_1b","FLD0216_16_10_2006_2b","FLD0219_06_07_2007_1","FLD0220_06_07_2007_2","FLD0221_02_08_2007_1","FLD0222_02_08_2007_2","FLD0223_22_08_2007_1","FLD0224_22_08_2007_2","FLD0225_05_09_2007_1","FLD0226_05_09_2007_2","FLD0227_19_09_2007_1","FLD0228_19_09_2007_2","FLD0229_26_09_2007_1","FLD0230_26_09_2007_2","FLD0231_10_10_2007_1","FLD0232_22_05_2008_1","FLD0233_01_06_2008_1","FLD0234_01_06_2008","FLD0236_25_06_2008_a","FLD0237_25_06_2008_b","FLD0238_02_07_2008","FLD0239_15_07_2008_1","FLD0240_15_07_2008_2","FLD0241_04_08_2008_4b","FLD0242_04_08_2008_2b","FLD0243_18_08_2008_4d","FLD0244_24_08_2008_2","FLD0245_29_08_2008_1","FLD0246_29_08_2008_2","FLD0248_03_09_2008_2b","FLD0249_17_09_2008_1d","FLD0250_17_09_2008_3b","FLD0251_07_10_2008_5b","FLD0252_07_10_2008_6b","FLD0253_27_10_2008_1","FLD0254_27_10_2008_2","FLD0255_20_05_2009_1","FLD0256_20_05_2009_2","FLD0257_17_06_2009_1","FLD0258_17_06_2009_2","FLD0259_08_07_2009_1","FLD0260_08_07_2009_2","FLD0261_12_07_2009_1b","FLD0262_12_07_2009_2b","FLD0263_25_07_2009_b","FLD0264_25_07_2009_p2","FLD0265_29_07_2009_1","FLD0266_08_08_2009_p2","FLD0267_22_08_2009_1","FLD0268_22_08_2009_p1","FLD0269_02_09_2009_1","FLD0270_02_09_2009_2","FLD0271_16_09_2009_1","FLD0272_16_09_2009_2","FLD0273_23_09_2009_1","FLD0274_23_09_2009_2","FLD0275_15_10_2009_1","FLD0276_15_10_2009_p2","FLD0277_05_05_2010_1","FLD0278_05_05_2010_2","FLD0279_16_06_2010_1","FLD0280_16_06_2010_2","FLD0281_05_07_2010_1","FLD0282_12_07_2010_1","FLD0283_12_07_2010_2","FLD0284_26_07_2010_1","FLD0285_10_08_2010_1","FLD0286_10_08_2010_2","FLD0289_22_08_2010_1","FLD0290_16_09_2010_1","FLD0291_16_09_2010_2","FLD0292_19_10_2010_1","FLD0293_19_10_2010_2","FLD0294_15_05_2011_1","FLD0295_15_05_2011_2","FLD0297_21_06_2011_1","FLD0298_21_06_2011_2","FLD0299_05_07_2011_1","FLD0300_05_07_2011_2","FLD0301_19_07_2011_1","FLD0302_19_07_2011_2","FLD0303_09_08_2011_1","FLD0304_09_08_2011_2","FLD0305_23_08_2011_1","FLD0306_23_08_2011_2","FLD0307_12_09_2011_1","FLD0308_12_09_2011_2","FLD0309_12_10_2011_1","FLD0310_12_10_2011_2","FLD0311_24_04_2012_1","FLD0312_07_06_2012_1","FLD0313_07_06_2012_2","FLD0314_20_07_2012_1","FLD0315_20_07_2012_2","FLD0316_14_08_2012_1","FLD0317_14_08_2012_2","FLD0318_17_09_2012_1","FLD0319_17_09_2012_2","FLD0320_17_10_2012_1","FLD0321_17_10_2012_2","FLD0323_05_06_2013_1","FLD0324_05_06_2013_2","FLD0325_03_07_2013_1","FLD0326_03_07_2013_2","FLD0327_16_08_2013_1","FLD0328_16_08_2013_2","FLD0329_27_08_2013_1","FLD0330_17_09_2013_1","FLD0331_17_09_2013_2","FLD0332_23_10_2013_1","FLD0333_23_10_2013_2","FLD0334_19_03_2015_p1","FLD0335_19_03_2015_p2","FLD0338_30_06_2015_p1","FLD0339_30_06_2015_L2","FLD0340_16_07_2015_p1","FLD0341_16_07_2015_L1","FLD0342_28_07_2015_1","FLD0344_30_07_2015_1","FLD0347_04_08_2015_1","FLD0351_10_08_2015_1","FLD0353_12_08_2015_1","FLD0355_13_08_2015_1","FLD0356_13_08_2015_2","FLD0357_03_09_2015_2","FLD0358_16_09_2015_1","FLD0359_16_09_2015_2","FLD0360_21_10_2015_1","FLD0361_21_10_2015_2","FLD0362_19_07_2016","FLD0363_20_07_2016","FLD0364_25_07_2016","FLD0365_27_07_2016","FLD0366_01_08_2016","FLD0367_09_08_2016","FLD0368_18_08_2016","FLD0369_23_08_2016","FLD0370_03_09_2016","FLD0371_15_09_2016","FLD0372_22_09_2016","FLD0373_25_10_2016"
"ASV_26",4,0,0,0,0,178,367,144,164,20,114,105,165,88,189,78,3,9,23,132,143,24,25,15,52,17,30,21,31,18,40,45,127,42,16,11,5,10,43,130,2136,2246,38,339,140,355,132,127,547,283,265,98,111,55,0,0,0,39,58,101,327,168,123,164,147,610,173,36,42,43,37,14,26,21,28,40,0,0,0,25,18,0,0,11,21,39,25,111,155,81,21,0,0,0,0,0,0,21,119,100,45,72,97,80,0,47,9,32,0,0,19,28,24,59,54,108,92,0,16,7,0,19,46,206,299,518,616,806,603,594,0,0,44,119,7961,6446,6005,3780,2692,4382,4690,2948,3974,410,617,362,682,399,179,153,121,152,88,97,42,51,124,68,0,63
"ASV_27",0,15,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,467,298,672,815,575,458,443,10,28,35,0,63,54,86,93,36,545,1577,587,0,0,4929,8048,7184,2401,6947,1130,370,502,157,165,130,492,461,382,422,42,18,240,266,1004,620,469,1167,1256,4741,5818,3030,3152,4483,85,35,215,267,73,47,68,75,136,83,66,43,44,0,57,0,0,15,0,26,0,28,0,0,17,50,42,406,785,140,80,21,19,42,36,71,911,2099,5912,3128,1207,839,93,0,50,58,25,0,0,37,64,0,37,14,0,0,0,16,0,32,0,26,0,34,0,28,0,29,6,21,0,0,45,30,55,42,88,276,1404,0,2143,159,561
"ASV_28",0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,64,21,8,4,0,7,5,0,8,10,10,4,0,0,0,0,12,21,6,11,0,27,6,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,19,3,2,0,0,0,0,0,0,0,0,0,0,392,781,525,63,9,9,0,0,0,0,0,0,0,0,0,0,0,5,3,12,0,0,5,0,0,0,0,0,0,0,55,176,0,0,0,0,0,0,0,0,10,8,10,169,5,18,25,9,5,0,0,78,30,166,93,33,32,30,74,71,34,74,9,0,0,5,0,10951,9816,16054,15002,14165,3955,585,203,12529,0,3,45
"ASV_29",0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,34,44,489,164,1624,2461,1255,1307,1353,48,57,112,76,109,52,115,187,13,185,130,276,9,0,759,1696,1549,86,240,408,105,101,22,61,51,195,231,201,219,32,17,292,36,58,94,104,223,232,461,1081,1261,1322,908,11,11,112,135,27,40,27,870,5788,2228,8312,2936,2025,115,175,0,0,0,12,7,24,17,15,462,317,1579,934,462,1428,160,246,22,27,35,132,73,1595,1698,4701,4023,1372,814,79,63,69,78,134,346,461,2003,3088,1197,930,0,8,13,0,30,24,38,15,53,37,88,54,40,11,30,26,43,22,15,26,36,31,116,172,113,89,121,99,8,0
"ASV_30",3,62,66,26,34,133,207,37,31,4,45,28,28,31,9,11,0,0,0,0,7,931,1387,45,104,0,4,0,0,0,0,9,0,0,55,255,450,869,2509,828,1672,1604,8,120,25,105,32,21,70,26,25,8,8,0,0,21,0,905,1172,411,597,541,424,267,116,169,268,30,32,0,10,3,0,0,0,0,0,0,0,20,14,1050,526,542,357,79,40,23,27,16,9,7,6,0,13,74,1705,2712,1759,817,166,224,303,156,0,74,6,16,90,155,512,390,334,135,86,51,45,4,0,19,88,3267,3496,239,561,116,53,47,22,28,0,0,395,427,1886,1704,1476,1101,973,863,1171,682,874,64,110,66,94,51,3061,2815,1830,2109,1154,961,251,192,1477,97,12,159
"ASV_31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,19,0,0,0,15,0,0,0,9,0,0,8,0,11,168,167,5910,561,1358,2188,10682,17494,187,51,333,414,92,65,57,113,0,15,0,25,0,0,0,16,0,0,0,35,34,203,130,60,66,36,59,167,155,1421,1605,84,127,95,403,189,1986,1590,4266,2837,6681,5960,149,0,32,27,16,0,31,36,130,109,50,13,0,25,18,39,28,28,10,11,12,41,80,41,19,45,22,71,34,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_32",0,0,0,6,10,0,8,27,54,10,20,0,73,34,43,53,0,14,8,0,0,0,0,0,0,16,33,10455,11235,2167,3196,9759,12906,2795,52,141,156,116,324,268,619,871,26,471,383,562,20,12,409,354,350,170,523,33,0,53,20,40,28,108,140,80,76,17,0,595,96,129,143,42,91,53,118,24,58,51,24,0,0,20,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,403,277,81,547,0,61,53,37,35,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,22,0,0,0,0,28,0,639,888,842,509,383,373,260,1017,303,300,48,55
"ASV_33",3,19,41,5,10,10,4,0,2,0,27,4,137,105,50,45,12,20,0,5,18,23,2813,356,609,66,108,84,115,37,88,101,154,30,10,13,24,10,76,70,236,169,185,6298,406,7549,150,169,63,51,49,29,61,4,0,30,11,7,8,8,20,5,10,0,0,7852,0,0,11,0,3,5,6,23,43,19,4,0,0,0,0,27,157,93,224,329,186,2,12,22,8,5,0,0,0,0,0,4,4,4,1387,1053,243,144,17,37,4,2,5,0,6,6026,9006,81,135,12,13,4,0,4,7,12,0,6,1565,368,1321,2409,176,113,0,0,0,0,31,11,12,4,6,12,47,47,45,56,194,348,425,71,47,78,196,1303,3343,2551,328,84,4765,10,0,20
"ASV_34",0,48,44,6,14,113,341,41,100,16,428,505,1204,862,366,247,0,0,5,50,54,13,29,47,130,144,277,165,194,37,74,103,196,51,28,9,0,155,646,181,251,238,131,1808,344,2018,2230,1951,774,282,330,137,337,0,0,11,0,59,57,100,253,262,305,38,22,3056,149,4137,7960,596,919,191,429,601,563,345,76,0,0,85,77,5108,8300,4427,3190,1336,750,719,126,88,27,22,0,0,6,0,7,35,11,8,365,363,293,115,0,42,0,0,0,0,16,331,409,180,234,173,149,0,0,0,7,276,222,33,414,51,167,193,41,26,0,0,0,0,11,17,12,9,8,9,38,22,10,0,0,0,10,0,8,12,13,38,34,23,18,22,51,4,0,0
"ASV_35",0,0,0,0,0,0,12,0,5,0,8,0,0,6,0,0,0,0,0,0,0,0,0,12,8,24,59,101,103,78,109,221,294,152,0,14,18,15,26,18,12,18,0,82,42,91,0,0,53,34,39,22,20,0,0,0,0,0,4,8,7,12,0,0,0,27,22,93,129,18,66,0,22,33,34,24,17,0,0,0,5,21,43,67,46,799,783,330,90,63,0,0,0,0,0,0,8,0,0,0,142,62,798,690,95,317,28,67,0,23,37,65,122,3802,9218,3321,2328,460,297,32,11,38,66,1036,958,458,1080,1957,631,350,23,0,87,43,132,90,175,61,192,140,765,671,722,188,337,197,418,101,731,1649,2848,5882,4562,3394,1325,694,4497,383,27,169
"ASV_36",15,534,502,1045,1507,2185,2241,421,596,31,174,107,162,191,167,214,55,74,95,665,800,24,36,10,15,0,0,0,8,19,0,0,30,0,46,56,81,18,69,18,14,13,0,0,0,0,135,121,37,312,310,11,47,2376,489,228,92,8650,8104,5245,6974,4851,5279,654,305,14,776,174,199,22,57,8,25,24,30,41,31,8,19,660,697,240,110,219,130,73,33,27,19,19,206,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,99,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,858,741,387,444,307,219,60,52,266,40,0,210
"ASV_37",0,22,11,0,0,9,10,13,32,0,24,4,0,9,0,0,0,5,0,0,0,5,32,388,167,82,98,163,33,425,438,142,120,45,0,4,10,94,343,298,100,115,13,446,101,619,3,0,119,63,36,32,58,0,0,47,0,6,7,49,40,675,1597,65,59,1839,393,3130,4129,263,500,143,252,234,336,105,116,6,0,10,15,2334,14112,2739,2263,128,31,24,13,6,14,48,0,9,0,0,3,0,11,26,1634,1216,103,100,82,109,4,6,0,4,7,1194,1006,48,51,25,21,14,5,0,2,89,84,0,7,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,13,0,9,0,0,0,0,0,3827,4609,3345,2044,1619,712,266,230,1082,5,2,30
"ASV_38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,11,18,0,0,0,0,0,0,0,0,0,0,29,0,0,0,76,89,1697,184,616,1272,5503,7980,65,31,245,206,97,68,43,53,21,0,21,13,0,16,0,0,0,0,0,0,38,65,49,0,47,35,19,129,130,855,787,17,174,133,563,309,3183,2070,6611,4639,12812,10946,293,45,87,48,44,28,33,51,177,87,117,0,0,36,25,35,0,41,0,0,19,105,80,29,0,0,0,101,35,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_39",0,1542,1471,231,403,1102,2269,287,652,0,327,385,463,534,251,592,278,434,51,211,233,334,657,845,1599,245,447,53,65,171,273,93,92,150,0,196,194,1202,1060,466,1254,1462,0,243,127,291,449,314,407,698,578,0,78,573,123,237,0,693,496,1323,833,1747,1765,0,38,833,402,81,55,0,0,0,0,0,46,49,61,0,0,508,430,95,89,53,355,181,96,0,0,0,0,92,0,0,105,351,268,258,699,200,548,599,806,687,1295,1685,1833,2484,0,454,442,180,80,328,136,93,120,150,0,265,143,208,331,0,0,0,0,0,0,0,0,0,0,0,161,189,263,132,171,172,365,376,297,0,0,0,252,0,437,527,449,593,891,525,105,129,795,95,0,0
"ASV_40",0,120,137,39,76,84,110,434,596,42,262,237,1008,982,1706,2320,207,259,86,841,1277,1578,1993,232,857,57,59,120,178,26,48,304,287,345,374,572,779,1142,2572,7168,3343,3504,87,962,546,1231,241,202,848,816,705,211,618,185,75,148,35,183,126,140,145,308,227,418,142,511,720,137,81,37,86,0,36,20,24,22,37,0,15,82,71,51,28,132,86,28,50,23,12,0,0,0,0,0,19,0,64,68,38,40,0,0,30,47,0,47,0,32,22,39,103,134,160,69,47,179,142,34,29,59,59,100,155,641,293,116,101,215,87,110,0,0,90,69,183,160,268,246,412,399,549,453,454,113,319,287,407,162,0,0,0,0,0,0,0,0,0,0,0,14
"ASV_41",0,0,0,0,0,0,0,0,0,0,0,0,17,0,26,54,82,133,23,180,219,0,21,67,147,337,426,327,297,599,793,554,564,668,72,150,175,168,172,531,1338,1485,34,472,204,513,0,0,497,615,513,45,151,667,146,40,14,59,32,64,43,50,30,16,0,618,46,19,19,24,25,17,25,58,104,449,218,10,8,15,9,0,0,0,0,0,0,22,24,17,636,722,25,18,0,41,83,86,193,52,299,547,1701,1450,740,2693,4511,9420,213,145,174,82,24,252,93,137,165,127,85,55,21,19,34,2039,422,1405,669,1529,1789,1741,33,6,27,62,206,234,371,160,427,173,509,366,349,22,52,40,773,246,0,0,0,0,0,0,7,16,12,34,0,99
"ASV_42",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,55,45,20,54,96,54,32,37,0,0,11,0,10,12,31,30,39,1319,406,1647,0,12,880,678,726,103,287,110,13,98,21,41,16,158,142,195,237,24,10,1737,69,5016,4134,506,1079,178,430,746,995,527,248,15,10,82,59,1291,5806,1870,4860,2267,889,544,75,69,37,16,17,15,0,0,0,12,29,0,1263,1425,2984,1438,384,1344,75,177,35,63,66,732,686,1361,938,614,421,123,71,28,11,52,59,15,31,11,79,57,49,26,0,0,0,0,0,0,0,13,0,0,20,0,0,0,0,0,0,0,0,0,0,12,30,23,40,27,43,12,0,14
"ASV_43",11,35,20,41,286,991,811,48,59,5,98,51,41,10,11,20,23,23,0,0,0,9,0,1527,1166,252,155,27,36,142,132,144,118,261,7,17,23,24543,655,8576,2127,2488,21,809,1271,1234,52,0,331,219,116,85,112,130,33,365,127,59,45,525,143,124,119,19,0,1842,0,153,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_44",0,0,0,0,0,0,0,0,0,0,3,0,11,5,0,5,0,0,0,3,0,0,0,40,93,14,12,14,8,16,15,23,20,11,0,0,0,0,0,0,0,0,4,59,1349,82,5,0,1189,1024,1061,506,1201,38,0,42,0,20,6,41,74,43,69,10,7,139,91,49,64,27,41,131,149,52,39,62,15,0,0,8,7,0,0,0,632,854,516,363,57,34,10,24,0,0,0,7,0,0,6,4,707,339,1779,1055,102,504,28,92,34,7,28,30,37,148,148,49,40,8,6,0,0,0,6,0,8,0,14,25,0,0,0,0,0,0,4,0,4,0,28,60,198,163,210,23,365,146,408,82,6014,11314,5819,3605,2783,1610,694,411,2161,174,17,89
"ASV_45",0,0,0,0,0,0,0,0,0,0,10,19,30,30,0,20,26,35,0,22,30,0,0,0,8,25,29,10,8,16,23,10,7,0,0,0,0,0,0,0,0,0,0,0,0,5,64,59,10,89,66,4,10,8,0,0,0,0,0,0,0,0,0,0,0,0,4,15,12,12,32,55,89,150,155,106,79,0,0,7,5,3,0,0,9,238,48,263,71,38,0,19,0,3,0,0,0,0,0,0,404,321,1138,652,267,649,62,157,15,0,5,33,12,1296,1044,3778,3135,1696,957,20,22,23,26,890,5014,1488,2924,5225,2111,1251,26,0,8,8,20,20,30,10,28,36,105,71,55,0,117,66,1614,331,36,37,142,201,854,3299,2281,1738,1352,1296,94,199
"ASV_46",119,231,158,63,49,35,46,3,20,0,44,41,10,14,9,16,7,13,0,39,0,12,6,13,15,0,12,0,4,15,15,10,14,27,7,12,21,0,6,0,0,9,0,0,0,0,18,10,0,4,0,0,0,60,58,9599,2245,1643,1014,1221,404,951,831,249,85,6,124,57,20,32,68,32,49,52,41,606,987,657,489,718,735,68,86,57,181,50,3,7,17,7,26,16,77,82,0,0,8,21,17,4,7,3,0,2,4,8,23,49,3021,4251,5919,289,132,530,190,181,205,631,770,943,448,280,402,98,28,282,156,237,841,1339,41,44,106,79,177,142,93,62,81,91,133,167,121,45,22,15,455,292,82,91,60,44,106,50,26,39,78,22,24,264
"ASV_47",0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1856,0,0,0,171,40,45,24,83,0,0,0,0,0,5,0,3,3,4,0,0,0,4,0,0,404,2043,25,54,22,30,22,2,0,0,0,0,0,0,0,59,428,1067,8507,572,277,10,14,0,0,0,0,0,4,19,12,422,494,99,74,25,432,0,20,0,0,0,0,0,880,1405,18,21,0,0,0,0,0,0,21,114,338,138,207,20,10,0,0,0,0,0,0,0,0,0,12,15,7,33,644,10452,13926,775,337,0,0,0,4,4,6,43,14,8,3,0,5
"ASV_48",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,26775,11229,5066,2001,196,321,57,31,13,35,3,21,52,17,18,0,0,0,0,0,0,0,0,0,8,4,3,6,0,0,0,2,0,3,0,0,0,0,76,113,26,0,19,0,17,14,8,0,3,0,0,0,37,46,56,28,155,21,6,0,185,3,0,4
"ASV_49",0,122,142,139,249,189,223,32,50,0,0,0,20,0,0,0,0,0,0,0,0,78,134,46,86,5,6,13,0,0,0,10,16,11,0,67,88,999,2870,1666,1037,1102,27,296,207,380,0,0,60,38,38,0,41,0,0,22,16,1350,1148,1475,1327,1123,1122,189,94,98,496,46,56,0,33,0,21,19,11,0,11,4,0,1098,1242,813,273,1000,229,0,0,0,0,26,0,0,0,0,0,0,128,61,112,56,0,0,23,0,0,18,0,0,0,8974,8591,219,557,49,94,52,41,19,0,228,119,824,995,64,39,0,0,0,0,0,0,0,44,54,113,122,81,0,64,0,55,34,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0
"ASV_50",0,6,3,22,24,3,4,0,5,0,0,0,0,0,0,3,0,0,0,0,0,297,136,37,46,0,0,0,0,0,0,0,0,3,0,0,0,42,19,543,98,103,5,189,405,197,0,0,469,229,241,77,182,8,3,28,3,49,23,44,106,72,50,0,2,38,29,2,4,0,0,0,0,0,0,3,0,0,0,2,0,6,62,5,97,11,13,167,16,4,0,0,0,0,0,0,0,12,35,7,0,0,38,83,6,31,0,14,10,0,3,268,35,107,45,385,559,65,49,50,37,42,122,3806,30,1586,219,258,83,25,0,0,25,18,11,14,27,33,353,424,1571,1242,478,143,179,212,49,33,63,72,23,68,20,9,14,29,14,8914,11927,1325
"ASV_51",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,49,1224,995,4871,3854,222,75,47,65,153,41,129,1220,2181,4389,3943,112,45,231,104,202,201,278,178,403,274,797,640,426,64,96,103,5470,2431,84,102,77,75,80,98,72,122,79,441,43,332
"ASV_52",0,0,5,4,2,11,6,72,105,34,426,313,716,625,237,297,8,10,0,23,14,59,749,0,10,0,10,13,19,0,0,9,13,0,0,6,0,6,89,121,93,88,13,159,8,181,948,932,0,0,2,0,0,0,0,0,0,0,0,0,5,0,4,0,0,325,0,0,26,0,7,16,17,31,85,24,3,0,0,0,0,290,667,439,237,45,23,3,12,0,8,2,0,0,0,0,13,6,621,379,978,535,132,62,0,5,0,4,16,8,11,2363,4105,17,24,6,5,0,0,0,4,86,109,187,3684,121,81,83,21,30,0,0,15,25,133,54,44,191,46,887,114,34,256,0,0,0,5,0,668,592,1801,3600,3314,1010,423,108,3345,3,0,15
"ASV_53",39,62,77,38,37,45,77,16,49,0,154,150,128,126,70,185,65,124,35,219,166,21,68,86,75,22,22,7,9,70,107,70,63,110,27,35,56,11,15,2,0,20,0,0,3,0,108,88,0,18,13,0,0,81,50,134,53,47,27,49,30,61,37,36,0,0,0,4,0,0,0,3,0,0,0,14,21,13,12,60,41,0,0,0,13,0,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,17,16,24,0,0,0,0,0,0,0,0,0,31,11,0,0,0,0,0,0,55,62,54,8,286,181,308,240,253,86,249,156,289,409,263,127,48,43,4057,2772,1357,1372,1149,764,1762,1124,1234,1155,1500,1207,658,10115
"ASV_54",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,27,34,27,19,0,0,0,17,62,34,26,212,92,430,772,783,438,0,0,9,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,0,0,10,41,231,143,377,231,1746,1329,3166,2374,0,20,20,15,0,16,61,1981,2744,8507,6770,61,27,0,0,17,14,15,0,24,14,38,24,16,15,37,46,3309,639,169,147,154,416,479,307,134,87,476,42,0,0
"ASV_55",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9585,8241,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10503,17,0,0,907,445,455,1227,3070,9,8,7,0,0,5,0,11,12,46,0,0,9,3479,38,119,7,8,0,17,14,0,0,0,0,0,0,0,0,0,0,0,17,26,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,19,0,0,0,0,0,0,0,60,281,53,100,140,0,0,0,16,0,0,0
"ASV_56",0,0,3,0,0,0,0,0,0,103,1327,835,5083,3055,1916,2921,213,371,0,331,512,4002,1999,767,2108,25,62,4,7,11,8,3,9,9,7,32,21,58,11,3058,501,607,73,86,144,130,978,752,178,117,143,28,18,11,4,81,12,17,3,33,23,52,19,132,45,470,2575,270,142,25,79,4,7,18,28,27,17,4,0,10,11,23,90,63,645,135,29,7,16,10,8,29,0,0,0,0,0,0,0,0,0,0,21,5,0,14,3,0,6,0,0,97,28,141,49,12,13,4,4,0,0,0,0,4,0,4,4,0,30,27,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,5,0,5,6,3,9,5,0,0,6,0,3
"ASV_57",8,12,9,0,0,0,15,9,6,10,36,29,51,59,38,82,53,68,7,136,169,0,0,0,0,0,2,0,0,15,9,7,10,14,9,6,0,6,17,4,11,24,0,5,4,5,34,42,8,39,27,0,9,242,91,73,31,61,19,326,206,214,228,19,12,8,40,22,12,8,22,6,21,41,36,103,66,54,39,138,111,33,17,16,89,113,47,253,2802,3090,7557,6694,51,65,0,31,9,25,83,37,94,123,199,134,345,629,733,1117,222,160,195,18,4,42,8,43,41,1074,627,122,53,43,44,50,28,53,838,1010,638,610,119,84,126,76,137,168,124,45,154,86,112,103,85,15,36,24,123,73,17,27,20,20,22,27,23,21,22,125,6,1011
"ASV_58",0,118,66,18,40,74,146,25,44,0,94,49,25,25,7,0,5,8,0,14,12,342,410,174,341,87,140,14,18,69,74,30,22,43,12,243,366,381,507,247,316,377,54,1251,222,1421,38,50,322,231,274,26,106,29,0,126,32,138,89,299,279,261,271,22,12,2370,142,2641,2358,215,495,41,113,212,309,214,143,18,0,78,94,515,2758,851,3753,1192,379,418,104,69,10,16,0,0,86,35,82,44,33,26,37,35,51,34,0,26,0,0,0,15,17,115,71,151,57,68,67,18,0,0,0,90,123,20,16,0,0,15,0,0,0,0,765,541,345,352,292,150,208,75,235,162,110,12,4,12,0,9,65,47,40,57,112,118,67,34,133,19,0,0
"ASV_59",0,0,0,0,9,46,80,53,70,0,87,90,69,76,52,64,165,218,16,337,284,11,0,0,29,30,26,0,0,44,57,0,19,32,0,47,45,19,0,0,0,21,0,0,0,6,72,46,0,31,12,0,0,609,227,144,36,41,28,308,205,201,168,15,0,13,16,30,13,0,8,11,0,16,45,56,72,0,0,0,0,0,0,0,0,12,0,0,136,92,353,107,0,0,0,0,30,14,53,13,38,47,0,0,78,117,326,308,64,126,172,103,44,215,92,188,169,447,346,266,143,573,585,979,352,363,796,1617,1483,1335,109,0,82,57,317,374,810,381,880,402,1178,789,705,106,276,190,1520,684,303,330,262,262,325,408,217,202,370,405,82,708
